"author","title","year","evidence_type","comments","manual_tags","citekey","evidence_pro","evidence_con","opinion_pro","opinion_con_buts"
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018","50% of 70 journals with permanent RR policies ""required protocol registration or routinely published the accepted protocols. Beginning in April 2018, we have contacted the editors of these journals to recommend updating their policies."". Fig 1. To date of the 88 permanent adopter ""the editorial policies of 68% (N = 60) now require protocol transparency, and an additional 8% (N = 7) have approved our recommendations and are pending publication of their revised policies. The remaining 24% (N = 21) do not visibly require protocol transparency and are either considering our recommendations or have not responded."" ""no editors have yet declined the update ... We will continue to pursue this matter and are confident of achieving near-total compliance, though journals are not obliged to follow our recommendations""",NA,NA,NA
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018","50% of 70 journals with permanent RR policies ""required protocol registration or routinely published the accepted protocols. Beginning in April 2018, we have contacted the editors of these journals to recommend updating their policies."". Fig 1. To date of the 88 permanent adopter ""the editorial policies of 68% (N = 60) now require protocol transparency, and an additional 8% (N = 7) have approved our recommendations and are pending publication of their revised policies. The remaining 24% (N = 21) do not visibly require protocol transparency and are either considering our recommendations or have not responded."" ""no editors have yet declined the update ... We will continue to pursue this matter and are confident of achieving near-total compliance, though journals are not obliged to follow our recommendations""",NA,NA,NA
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018",NA,NA,NA,NA
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018",NA,NA,NA,NA
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018",NA,NA,NA,NA
"Chambers, Christopher D.; Mellor, David T.","Protocol transparency is vital for registered reports","2018",NA,NA,"empirical; include_key","chambers2018",NA,NA,NA,NA
"Cropley, Arthur","Research as Artisanship versus Research as Generation of Novelty: The March to Nowhere","2018",NA,NA,"include_key_critique","cropley2018",NA,NA,NA,NA
"Cropley, Arthur","Research as Artisanship versus Research as Generation of Novelty: The March to Nowhere","2018",NA,NA,"include_key_critique","cropley2018",NA,NA,NA,NA
"Cropley, Arthur","Research as Artisanship versus Research as Generation of Novelty: The March to Nowhere","2018",NA,NA,"include_key_critique","cropley2018",NA,NA,NA,NA
"Cropley, Arthur","Research as Artisanship versus Research as Generation of Novelty: The March to Nowhere","2018",NA,NA,"include_key_critique","cropley2018",NA,NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott","From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing","2018","anecdotal",NA,"include_key","grand2018","""Anecdotally, the analysis plan section appears to be the most angstprovoking out of concern that it connotes too much rigidity and unrealistic forethought (e.g., analyses cannot be completely specified as they are dependent on what is observed).""",NA,NA,NA
